teks,is_left,is_center,is_right,is_biased
"Ratusan pasukan Garda Nasional Washington, DC yang tidak bersenjata bersiaga untuk membantu personel penegak hukum melindungi monumen, setelah pengunjuk rasa mencoba merobohkan patung mantan Presiden Andrew Jackson di taman dekat Gedung Putih pada hari Senin.",0,1,0,0
"Ratusan nasionalis kulit putih berbaris di jalan-jalan Charlottesville, Virginia, Sabtu lalu untuk memprotes penghapusan monumen Konfederasi. Beberapa mengibarkan bendera Konfederasi dan Nazi, yang lain mengacungkan perisai.",1,0,0,1
"Jika pemeriksaan latar belakang FBI memakan waktu lebih dari tiga hari kerja, pedagang senjata dapat menjual senjata api tersebut kepada pembeli, berdasarkan peraturan yang berlaku saat ini.",0,1,0,0
"Jika olahraga tidak menjadikan agama sebagai candu bagi masyarakat, maka hingga saat ini, olahraga setidaknya telah menjadi musik latar dalam sebagian besar kehidupan kita.",1,0,0,0
"Jika kaum Kiri tidak merasa nyaman untuk memaksakan kehendaknya melalui undang-undang pengendalian senjata, maka mereka akan mencari jalan lain untuk merekayasa masyarakat.",0,0,1,1
"Jika usulan Partai Demokrat Massachusetts menjadi undang-undang, maka hampir pasti usulan tersebut akan menghadapi gugatan di pengadilan – mengingat fakta bahwa usulan tersebut adalah pajak atas kekayaan, dan bukan pajak atas penghasilan.",0,0,1,1
"Jika satu-satunya cara kita bisa menyingkirkan tiran sosiopat bernama Trump adalah dengan seorang oligarki bernama Bloomberg, kita akan terpaksa memilih oligarki tersebut.",1,0,0,1
"Jika pers dapat berpikir melampaui asumsi sempit perdebatan politik, dan jika Partai Demokrat memiliki keberanian retorika yang lebih besar, mereka mungkin akan memperjelas bahwa Black Lives Matter, sebuah koalisi organisasi hak-hak sipil yang tangguh, dan puluhan ribu warga yang marah memenuhi tuntutan tersebut. jalan-jalan sebagai protes terhadap kebrutalan polisi, berada di pihak hukum.",1,0,0,1
"Jika ada satu kelompok yang patut kita hina, maka kelompok tersebut adalah kelompok elit liberal, yaitu kelompok yang bertindak sebagai penentu moral masyarakat namun mengabaikan nilai-nilai yang konon mereka pegang saat mereka merasa tidak nyaman.",1,0,0,1
"Jika mereka menang, Partai Demokrat telah mengisyaratkan akan memberlakukan agenda sayap kiri yang paling luas dalam sejarah Amerika: amnesti bagi orang asing ilegal, status negara bagian DC, perluasan Medicare yang dramatis, pembentukan Mahkamah Agung, penghapusan industri batu bara, dan lain-lain. mengakhiri jaringan pipa minyak seperti Keystone XL, pengendalian senjata baru yang kejam, regionalisasi kota untuk meminimalkan independensi pinggiran kota, mengakhiri Electoral College, dan reparasi perbudakan, dan ide-ide radikal lainnya.",0,0,1,1
"Jika mereka mendapatkan apa yang mereka inginkan, raksasa asuransi (yang merupakan donor kampanye utama untuk Abbott dan pejabat Partai Republik lainnya yang mendorong tindakan pengadilan) akan kembali dapat menipu pelanggan, mengeluarkan generasi muda dari asuransi orang tua mereka dan menolak untuk memberikan asuransi kepada orang-orang yang menderita penyakit menular seksual. kondisi yang sudah ada sebelumnya.",1,0,0,1
"Jika Anda belum tahu, Donald Trump sedang bermain golf dan berkumpul dengan orang-orang kaya di New Jersey akhir pekan ini, jadi tentu saja, karena sanjungan, dia mengadakan acara media.",1,0,0,1
"Jika Anda punya pilihan antara, misalnya, menuruti kegemaran Boris Johnson yang suka membesar-besarkan diri sendiri pada proyek-proyek besar – seperti HS2 atau terowongan gila yang diusulkannya ke Irlandia – atau memiliki lebih banyak uang untuk dibelanjakan pada hal-hal yang benar-benar Anda inginkan, mana yang akan Anda pilih? ?",0,0,1,1
"Jika Anda punya waktu, bagaimana jika bergabung dengan dua pensiunan perwira, Bill Astore dan saya, Danny Sjursen, saat kita memikirkan tentang perang abadi yang membawa bencana di negara ini, yang, terlepas dari dampaknya yang mematikan dan kurangnya kemajuan, tampaknya tidak akan pernah berakhir?",1,0,0,1
"Jika melihat senjata per kapita, Amerika Serikat menempati peringkat nomor satu di dunia dengan 120 senjata api per 100 warga sipil.",1,0,0,0
"Jika Anda berpikir kaum Kiri akan mengabaikan tujuan kebijakan mereka hanya karena mayoritas masyarakat Amerika sangat tidak setuju, Anda belum mempelajari bagaimana kaum Kiri beroperasi.",0,0,1,1
"Jika “hak” Anda berarti merampas hak orang lain, maka itu bukanlah “protes damai.” Dan membandingkan perilaku massa dengan gerakan hak-hak sipil berarti tidak menghormati warisannya.",0,0,1,1
"Bayangkan sebuah dunia di mana lebih dari setengah anggota Dewan Perwakilan Rakyat yang berasal dari Partai Republik, termasuk para petinggi Partai Republik di kaukus tersebut, menyetujui upaya yang kikuk dan palsu untuk membatalkan pemilu nasional berdasarkan kebohongan yang dibuat-buat dan tidak menghasilkan apa-apa kecuali fakta bahwa pria mereka kalah.",1,0,0,1
"Bayangkan presiden yang akan keluar dan kalah, melakukan upaya terbaiknya untuk menyabotase dan melumpuhkan orang-orang yang mengalahkannya dalam pemilu, sebaliknya merengek dan mengancam para pejabat terpilih dari Partai Republik, menuntut daftar orang-orang yang menentangnya, sehingga ia dapat memilih mereka untuk dihukum. .",1,0,0,1
"Immigration Voice mengaku sebagai kelompok independen, namun dilaporkan bekerja sama dengan Compete America, sebuah kelompok advokasi yang dibentuk oleh perusahaan-perusahaan teknologi besar di negara tersebut, yang hampir semuanya merupakan karyawan dari sejumlah besar pekerja visa India dan Tiongkok dalam pekerjaan yang dapat diisi oleh kaum muda. lulusan Amerika.",0,0,1,1
"Pada tahun 2017, Federasi Bola Basket Internasional membatalkan larangan penggunaan penutup kepala, termasuk jilbab, yang telah lama dikritik, setelah melalui banyak pengawasan.",1,0,0,1
"Di negara yang dipenuhi senjata api dan rasisme akar rumput, dengan partai besar yang menggunakan kekerasan massa, menyingkirkan departemen kepolisian sama saja dengan melompat keluar dari penggorengan dan masuk ke dalam api ekstremisme yang tidak dapat dibendung.",1,0,0,1
"Di negara di mana kepemilikan senjata dan pelatihan senjata api dipandang oleh kelompok sayap kanan sebagai kebebasan yang tidak dapat dicabut, dan kebebasan yang dimiliki seluruh warga Amerika, militer merupakan tempat berkembang biak bagi orang-orang yang tidak puas yang mencari pemberdayaan individu, rasa memiliki, dan pelatihan semacam itu.",1,0,0,1
"Dalam wawancara hari Jumat dengan PBS, Sanders lebih blak-blakan: “Apakah saya di sini untuk memberi tahu Anda secara pasti, ini adalah slam dunk, tidak ada kemungkinan dia akan kalah? Bukan itu yang saya katakan,” kata senator Vermont itu.",0,0,1,1
"Di negara yang sering membanggakan diri sebagai negara terkaya dan terbebas dalam sejarah, saya sering menyaksikan perpecahan menyakitkan yang disebabkan oleh kelaparan, tunawisma, penyakit, degradasi, dan masih banyak lagi.",1,0,0,1
"Dalam pidatonya yang berdurasi sekitar 10 menit, Biden merayakan kemenangannya pada Super Tuesday dan menyampaikan poin-poin pembicaraan termasuk layanan kesehatan yang terjangkau, akses terhadap layanan kesehatan pedesaan, perubahan iklim, pengendalian senjata, dan pengurangan utang pinjaman mahasiswa.",1,0,0,1
"Dalam sebuah pernyataan pada hari Minggu, polisi mengatakan 113 orang telah ditangkap selama akhir pekan dan 23 petugas terluka dalam kekerasan tersebut, tidak ada satupun yang serius.",0,1,0,0
"Dalam perubahan besar dalam kebijakan sosial, pemerintahan Trump berupaya mengubah peraturan kesehatan di dalam dan luar negeri bagi perempuan, kaum gay dan transgender, membatasi akses terhadap aborsi, membatasi dukungan terhadap kontrasepsi, dan mempersempit cakupan hak-hak sipil dalam layanan kesehatan.",0,1,0,1
"Dalam video viral yang diposting pada hari Kamis, Candace Owens menolak anggapan luas bahwa kematian orang kulit hitam di tangan polisi bersifat sistemik dan tersebar luas.",0,0,1,0
"Pada tahun dimana anggota milisi bersenjata menghadapi pengunjuk rasa, beberapa aktivis hak pilih khawatir kelompok bersenjata akan muncul di luar tempat pemungutan suara.",0,1,0,1
"Selain mengirim sementara pasukan polisi negara bagian dan petugas dari yurisdiksi tetangga, FBI dan jaksa federal akan menambah sumber daya untuk menuntut pelanggaran pidana yang berasal dari protes, kata Brown.",0,1,0,0
"Dalam sebuah pernyataan melalui email, juru bicara Trump Organization mengecam de Blasio karena “menggunakan kekuasaan kantornya untuk mencoba dan meluncurkan penyelidikan terhadap lawan politiknya.” Pernyataan tersebut menyebut tuduhan tersebut “tidak berdasar dan jelas bermotif politik.”",1,0,0,1
"Dalam menjawab pertanyaan tentang segala hal mulai dari polusi hingga kesehatan mental, Warren berulang kali membahas rencananya untuk mengenakan pajak kepada orang-orang super kaya – termasuk pajak kekayaan – untuk membiayai sejumlah program ambisius, termasuk penitipan anak universal, pembatalan utang pinjaman pelajar dan pendidikan tinggi bebas biaya kuliah.",0,1,0,0
"Di California, di mana pajak penghasilan pribadi menyumbang sekitar 70% dari pendapatan dana umum negara bagian, peningkatan dari tahun ke tahun sebesar 35,2% pada bulan lalu menutupi tertinggalnya pendapatan dari pajak pada bulan Desember dan Januari, menurut HD Palmer, sebuah juru bicara departemen keuangan negara.",0,1,0,0
"Di Chicago, Walikota Partai Demokrat Lori Lightfoot, yang awalnya mengecam berita tersebut, mengatakan kantor kejaksaan AS akan mengawasi agen tambahan yang bergabung dengan kantor penegakan hukum federal yang ada.",0,0,1,1
"Faktanya, Walikota New York Bill de Blasio mengumumkan pada akhir Juni bahwa ia berencana memotong anggaran polisi sebesar satu miliar dolar pada anggaran kota berikutnya.",0,0,1,0
"Dalam kampanye singkatnya selama tiga bulan untuk menjadi presiden, Michael Bloomberg menggelontorkan hampir tiga perempat miliar dolar untuk membangun raksasa periklanan dan penambangan data yang belum pernah ada sebelumnya di dunia politik.",0,1,0,0
"Dalam pembelaannya, Trump dan para pendukungnya mengklaim bahwa tidak semua pengunjuk rasa berlangsung damai, dan ada penjahat di antara mereka.",1,0,0,1
"Pada bulan Juli 2019, New York Times melaporkan bahwa pilot yang menerbangkan pesawat pribadi Epstein – termasuk ke pulaunya di Karibia – telah merilis catatan catatan penerbangan termasuk nama-nama mereka yang pernah melakukan perjalanan dengan pesawat tersebut.",0,1,0,0
"Di Kalamazoo, kelompok Proud Boys yang semuanya laki-laki menggelar unjuk rasa untuk mendukung polisi, bentrok dengan anggota Liga Pertahanan Rakyat Michigan yang anti-fasis dan pengunjuk rasa lainnya, yang menyebabkan beberapa penangkapan, menurut pernyataan Departemen Publik kota. Keamanan.",0,1,0,0
"Di New York City, yang merupakan episentrum nasional penyakit ini, hasil rasial yang sama juga terjadi, dengan lebih banyak orang Amerika keturunan Afrika yang dirawat di rumah sakit dan meninggal karena penyakit ini dibandingkan kelompok ras lainnya, diikuti oleh orang Latin.",1,0,0,1
"Pada bulan Oktober, Breitbart London melaporkan bahwa polisi Perancis diduga secara aktif membantu para migran untuk menghindari deteksi oleh Pasukan Perbatasan Inggris, memberi tahu mereka kapan dan kapan untuk tidak mencoba melintasi saluran tersebut, menurut seorang penyelundup manusia.",0,0,1,0
"Namun, saat menjabat, Trump melanjutkan kampanye Partai Republik melawan Medicaid.",1,0,0,1
"Dalam sebuah penelitian pada tahun 2018, para peneliti dari Universitas Brandeis di Massachusetts menemukan bahwa program istirahat dapat menghemat beberapa ribu dolar per pasien di rumah sakit dengan mengurangi biaya rawat inap kembali yang mahal.",0,1,0,0
"Di salah satu komite Senat, upaya bipartisan sedang dilakukan pada hari Selasa untuk memperbaiki Obamacare tanpa mencabutnya, yang dipimpin oleh ketua komite kesehatan dari Partai Republik, Lamar Alexander, dan anggota panel dari Partai Demokrat, Patty Murray.",0,1,0,0
"Di Philadelphia, orang yang paling dibenci selama pandemi virus corona mungkin adalah Joel Freedman – investor real estat kaya yang berbasis di Los Angeles yang menutup rumah sakit besar bahkan ketika kasus di kota tersebut meningkat.",1,0,0,1
"Di Portland, demonstrasi menyusul kematian George Floyd dan sejumlah warga kulit hitam lainnya yang dihentikan oleh polisi untuk urusan rutin telah berkembang cukup liar sehingga disebut sebagai “kerusuhan” oleh pihak berwenang, meskipun kerusakan yang terjadi sebagian besar tampaknya merupakan vandalisme kecil di bagian luar gedung. , termasuk gedung pengadilan federal.",1,0,0,0
"Dalam praktiknya, Amerika secara diam-diam memberikan layanan kesehatan kepada setidaknya sepuluh juta migran ilegal yang berada di Amerika Serikat, dan pada saat yang sama juga menerapkan penghalang fisik dan hukum yang ketat terhadap kedatangan lebih banyak orang asing ilegal.",0,0,1,0
"Kenyataannya, mereka adalah kelompok sayap kiri yang melakukan upaya sekuat tenaga untuk menggoyahkan demokrasi Inggris pada saat negara tersebut sudah sangat terpuruk akibat lockdown yang sedang berlangsung.",0,0,1,1
"Dalam beberapa minggu terakhir, masalah Saks diperparah oleh protes yang meluas di AS, termasuk beberapa insiden penjarahan setelah kemarahan seluruh dunia terhadap seorang petugas polisi kulit putih yang membunuh George Floyd, seorang pria kulit hitam, dengan cara berlutut di lehernya selama lebih dari delapan menit.",0,1,0,0
"Pada bulan September, Trump membuat klaimnya yang ke sepuluh miliar bahwa ia memiliki rencana layanan kesehatan yang ""jauh lebih baik"" daripada Biden, meskipun tidak memiliki rencana layanan kesehatan.",1,0,0,1
"Dengan melakukan hal tersebut, Hawley, yang merupakan penghasut populis, menunjukkan bahwa ia bersedia untuk membalikkan ortodoksi basi yang telah melemahkan perekonomian kita dan merusak keamanan kita.",0,0,1,1
"Berbeda sekali dengan penangkapan pengunjuk rasa damai anti-lockdown di Hyde Park sehari sebelumnya, Polisi Metropolitan tidak mengambil tindakan untuk menghentikan demonstrasi sayap kiri yang berlangsung hingga malam hari dan membentang beberapa mil dari kota.",0,0,1,1
"Di tengah kekacauan yang terjadi saat ini, sepertinya Joe Biden akan langsung menduduki kursi kepresidenan dan ia pasti akan memenangkan suara terbanyak, meskipun perilaku Donald Trump yang mirip Mussolini dan klaim kemenangan yang salah pada malam pemilu.",1,0,0,1
"Dalam platform “Unity” Joe Biden-Bernie Sanders, Partai Demokrat berjanji untuk memberikan layanan kesehatan gratis yang didanai pembayar pajak Amerika kepada orang asing ilegal yang dapat mendaftar dalam program Deferred Action for Childhood Arrivals (DACA) yang dicanangkan mantan Presiden Obama.",0,0,1,0
"Dalam pembunuhan mengerikan terbaru di Inggris yang bebas senjata, seorang pria disayat hingga tewas dengan parang di jalan-jalan Wolverhampton, Inggris pada hari Senin.",0,0,1,1
"Di masa lalu, Putin menyambut hangat kedatangan agen-agen Rusia yang ditangkap di luar negeri.",0,1,0,0
"Di masa pandemi Trump, pembelian senjata telah melonjak di negara yang sejauh ini sudah menduduki peringkat teratas dalam jumlah warga bersenjata di dunia.",1,0,0,1
"Dalam Spectator, Matt Ridley memberikan bukti lebih lanjut bahwa para ideolog sayap kiri yang menguasai birokrasi layanan kesehatan Inggris yang membengkak, mementingkan diri sendiri, dan tidak efisien dengan keras kepala menolak berbagai tawaran dari sektor swasta karena alasan politik.",0,0,1,1
"Di tengah ketidakpedulian mereka yang terang-terangan dan arogan, tindakan Barr memiliki makna yang jauh lebih dalam dan mengkhawatirkan daripada sekadar munculnya Barr sebagai penjilat Trump yang korup sebagai kepala DOJ.",1,0,0,1
"Di masa ketika massa sayap kiri memenuhi jalan-jalan, menyerang warga sipil dan petugas polisi, menghancurkan properti dengan impunitas, secara terang-terangan menentang aturan jarak sosial akibat virus corona, dan bahkan memisahkan diri dari Uni Eropa, salah satu dari sedikit penghiburan bagi kaum konservatif adalah anggapan bahwa senjata api hak tampaknya aman untuk generasi mendatang.",0,0,1,1
